-0.017721387	0.08935322	-0.010654146	-0.02193642	-0.20262553	-0.0870142	0.06322615	0.02270333	-0.07770316	0.059983015	-0.011523228	-0.16602603	0.0068299817	-0.10853223	0.04726938	0.06552007
-0.05570745	0.0071550272	-0.052917477	-0.08624909	-0.17473246	-0.043582615	0.0060697785	0.02348426	-0.009210862	-0.030132145	0.03627309	-0.14299895	0.09707762	-0.18710077	0.07245344	0.028606517
-0.14659323	-0.103800565	-0.09594766	-0.19334693	0.042747103	0.09731113	-0.1602903	0.111752786	0.1420088	-0.19051722	0.16212706	0.03193668	0.15037693	-0.20585304	-0.114390224	-0.15470132
-0.07000342	0.05928099	-0.099588536	-0.0652169	-0.14960058	0.04433612	-0.0028757276	0.035543177	-0.04606172	-0.010925631	0.012099489	-0.11496179	0.09810267	-0.19100371	0.06721344	0.015897956
-0.08299326	-0.03161612	-0.0897694	-0.057671458	-0.074048676	0.07700937	-0.07116783	0.064781636	-0.015506069	-0.02088761	0.05077965	-0.07587808	0.13054542	-0.1521358	0.00016178767	-0.0060608247
-0.00023745405	0.071421616	0.03945407	-0.0030002738	-0.094260335	-0.05131693	0.08184532	0.019568278	-0.07378693	0.044508453	-0.010674425	-0.15825094	-0.0007420206	-0.12412521	0.10519176	0.10861824
-0.12257395	-0.02675739	-0.11107146	-0.11081062	-0.079122014	0.051090952	-0.082804136	0.13906144	0.050162222	-0.08677959	0.062084638	-0.0017021245	0.07826286	-0.15387319	-0.055108637	-0.039787814
-0.033186324	-0.08446023	-0.04153668	-0.045543894	-0.0029738205	0.09063428	-0.047569055	0.05457118	0.059400693	-0.08752529	0.11354805	-0.0476733	0.11876158	-0.13544655	-0.056388352	0.0063877157
-0.10119256	-0.11839504	-0.106071986	-0.23301195	0.059616294	0.14782582	-0.10723788	0.1743067	0.1524612	-0.16626066	0.10059819	0.007917152	0.16888137	-0.1916244	-0.115174636	-0.13442767
-0.013608166	0.023256028	-0.079706095	-0.16160879	-0.054993372	0.06274638	-0.04798365	0.10035025	0.03265391	-0.04961706	0.047647495	-0.044185612	0.1310667	-0.18309301	-0.02488417	-0.032816716
0.10542924	0.14429331	0.13781604	-0.020194985	-0.13685757	-0.13431442	0.053781338	-0.1026898	-0.18815702	0.105028294	-0.074669175	-0.18769382	-0.02209241	-0.15027703	0.14946614	0.0773204
-0.0387129	0.024708817	0.008073841	-0.04340415	-0.05871821	0.0006607318	-0.06350089	-0.014103074	-0.07150131	-0.004236913	0.013483721	-0.05522283	0.03372309	-0.14738554	0.04844689	2.094233e-05
0.07299815	0.110842876	0.11112435	0.017073708	-0.15535565	-0.12285514	0.10957825	-0.094751745	-0.096210554	0.092582144	-0.043171663	-0.16803375	-0.07251561	-0.10301075	0.10986121	0.0832102
-0.115109734	-0.080577396	-0.06861254	-0.13810825	-0.026026867	0.057776038	-0.13323417	0.071366765	0.04129358	-0.102087155	0.12759382	0.02627215	0.09440084	-0.14448869	-0.045925464	-0.07626195
0.05455782	0.042808153	-0.043173604	-0.001295072	-0.09174574	-0.041633498	0.024056157	0.050773643	-0.095328756	-0.01434767	-0.03590699	-0.0948035	0.064253636	-0.13096267	0.05344848	0.0280585
-0.075299755	-0.026609976	-0.03884362	-0.047584053	-0.105487466	0.03982757	-0.08327733	0.06659668	-0.026508974	-0.036821112	0.017501997	-0.09891907	0.06101804	-0.10847403	-0.009938503	0.020648925
0.03725343	0.08987043	0.02164442	0.054545954	-0.080338106	-0.04071292	0.018776217	-0.08790157	-0.095631875	0.025557123	-0.019236194	-0.14088488	0.017185388	-0.07355632	0.14022888	0.07522597
0.058409717	0.055925958	0.033972118	-0.06815739	-0.104172096	-0.076109625	0.018435605	-0.034678593	-0.04075677	0.047371883	-0.020516116	-0.10856938	0.053825215	-0.14909446	0.08762027	0.081796624
